Point_Index,DFCC_Chainage_Meters,DFCC_Chainage_Formatted,Relative_Distance_Meters,UTM_Zone,UTM_Easting,UTM_Northing,Latitude,Longitude
15101,1227010.00,CH 1227+010,151010.00,43N,614449.034,3399597.396,30.72375213,76.19537135
15102,1227020.00,CH 1227+020,151020.00,43N,614440.417,3399602.470,30.72379873,76.19528192
15103,1227030.00,CH 1227+030,151030.00,43N,614431.800,3399607.543,30.72384533,76.19519250
15104,1227040.00,CH 1227+040,151040.00,43N,614423.182,3399612.616,30.72389193,76.19510307
15105,1227050.00,CH 1227+050,151050.00,43N,614414.565,3399617.690,30.72393853,76.19501365
15106,1227060.00,CH 1227+060,151060.00,43N,614405.947,3399622.763,30.72398512,76.19492422
15107,1227070.00,CH 1227+070,151070.00,43N,614397.330,3399627.836,30.72403172,76.19483480
15108,1227080.00,CH 1227+080,151080.00,43N,614388.712,3399632.910,30.72407832,76.19474537
15109,1227090.00,CH 1227+090,151090.00,43N,614380.095,3399637.983,30.72412492,76.19465595
15110,1227100.00,CH 1227+100,151100.00,43N,614371.477,3399643.056,30.72417152,76.19456652
15111,1227110.00,CH 1227+110,151110.00,43N,614362.860,3399648.130,30.72421812,76.19447710
15112,1227120.00,CH 1227+120,151120.00,43N,614354.242,3399653.203,30.72426471,76.19438767
15113,1227130.00,CH 1227+130,151130.00,43N,614345.625,3399658.277,30.72431131,76.19429825
15114,1227140.00,CH 1227+140,151140.00,43N,614337.007,3399663.350,30.72435791,76.19420882
15115,1227150.00,CH 1227+150,151150.00,43N,614328.390,3399668.423,30.72440451,76.19411939
15116,1227160.00,CH 1227+160,151160.00,43N,614319.772,3399673.497,30.72445111,76.19402997
15117,1227170.00,CH 1227+170,151170.00,43N,614311.155,3399678.570,30.72449770,76.19394054
15118,1227180.00,CH 1227+180,151180.00,43N,614302.537,3399683.643,30.72454430,76.19385112
15119,1227190.00,CH 1227+190,151190.00,43N,614293.920,3399688.717,30.72459090,76.19376169
15120,1227200.00,CH 1227+200,151200.00,43N,614285.302,3399693.790,30.72463750,76.19367226
15121,1227210.00,CH 1227+210,151210.00,43N,614276.685,3399698.863,30.72468410,76.19358284
15122,1227220.00,CH 1227+220,151220.00,43N,614268.067,3399703.937,30.72473069,76.19349341
15123,1227230.00,CH 1227+230,151230.00,43N,614259.450,3399709.010,30.72477729,76.19340399
15124,1227240.00,CH 1227+240,151240.00,43N,614250.832,3399714.083,30.72482389,76.19331456
15125,1227250.00,CH 1227+250,151250.00,43N,614242.215,3399719.157,30.72487049,76.19322513
15126,1227260.00,CH 1227+260,151260.00,43N,614233.597,3399724.230,30.72491708,76.19313571
15127,1227270.00,CH 1227+270,151270.00,43N,614224.980,3399729.304,30.72496368,76.19304628
15128,1227280.00,CH 1227+280,151280.00,43N,614216.362,3399734.377,30.72501028,76.19295685
15129,1227290.00,CH 1227+290,151290.00,43N,614207.745,3399739.450,30.72505687,76.19286742
15130,1227300.00,CH 1227+300,151300.00,43N,614199.127,3399744.524,30.72510347,76.19277800
15131,1227310.00,CH 1227+310,151310.00,43N,614190.510,3399749.597,30.72515007,76.19268857
15132,1227320.00,CH 1227+320,151320.00,43N,614181.893,3399754.670,30.72519667,76.19259914
15133,1227330.00,CH 1227+330,151330.00,43N,614173.275,3399759.744,30.72524326,76.19250972
15134,1227340.00,CH 1227+340,151340.00,43N,614164.658,3399764.817,30.72528986,76.19242029
15135,1227350.00,CH 1227+350,151350.00,43N,614156.040,3399769.890,30.72533646,76.19233086
15136,1227360.00,CH 1227+360,151360.00,43N,614147.423,3399774.964,30.72538305,76.19224143
15137,1227370.00,CH 1227+370,151370.00,43N,614138.805,3399780.037,30.72542965,76.19215200
15138,1227380.00,CH 1227+380,151380.00,43N,614130.188,3399785.111,30.72547625,76.19206258
15139,1227390.00,CH 1227+390,151390.00,43N,614121.570,3399790.184,30.72552284,76.19197315
15140,1227400.00,CH 1227+400,151400.00,43N,614112.953,3399795.257,30.72556944,76.19188372
15141,1227410.00,CH 1227+410,151410.00,43N,614104.335,3399800.331,30.72561604,76.19179429
15142,1227420.00,CH 1227+420,151420.00,43N,614095.718,3399805.404,30.72566263,76.19170486
15143,1227430.00,CH 1227+430,151430.00,43N,614087.111,3399810.496,30.72570939,76.19161555
15144,1227440.00,CH 1227+440,151440.00,43N,614078.517,3399815.608,30.72575634,76.19152637
15145,1227450.00,CH 1227+450,151450.00,43N,614069.922,3399820.720,30.72580328,76.19143718
15146,1227460.00,CH 1227+460,151460.00,43N,614061.327,3399825.832,30.72585022,76.19134800
15147,1227470.00,CH 1227+470,151470.00,43N,614052.732,3399830.943,30.72589716,76.19125881
15148,1227480.00,CH 1227+480,151480.00,43N,614044.138,3399836.055,30.72594410,76.19116962
15149,1227490.00,CH 1227+490,151490.00,43N,614035.543,3399841.167,30.72599104,76.19108044
15150,1227500.00,CH 1227+500,151500.00,43N,614026.948,3399846.279,30.72603799,76.19099125
15151,1227510.00,CH 1227+510,151510.00,43N,614018.354,3399851.391,30.72608493,76.19090206
15152,1227520.00,CH 1227+520,151520.00,43N,614009.759,3399856.503,30.72613187,76.19081288
15153,1227530.00,CH 1227+530,151530.00,43N,614001.164,3399861.615,30.72617881,76.19072369
15154,1227540.00,CH 1227+540,151540.00,43N,613992.570,3399866.727,30.72622575,76.19063450
15155,1227550.00,CH 1227+550,151550.00,43N,613983.975,3399871.839,30.72627269,76.19054532
15156,1227560.00,CH 1227+560,151560.00,43N,613975.380,3399876.951,30.72631963,76.19045613
15157,1227570.00,CH 1227+570,151570.00,43N,613966.786,3399882.063,30.72636657,76.19036694
15158,1227580.00,CH 1227+580,151580.00,43N,613958.191,3399887.174,30.72641352,76.19027776
15159,1227590.00,CH 1227+590,151590.00,43N,613949.596,3399892.286,30.72646046,76.19018857
15160,1227600.00,CH 1227+600,151600.00,43N,613941.002,3399897.398,30.72650740,76.19009938
15161,1227610.00,CH 1227+610,151610.00,43N,613932.407,3399902.510,30.72655434,76.19001019
15162,1227620.00,CH 1227+620,151620.00,43N,613923.812,3399907.622,30.72660128,76.18992101
15163,1227630.00,CH 1227+630,151630.00,43N,613915.218,3399912.734,30.72664822,76.18983182
15164,1227640.00,CH 1227+640,151640.00,43N,613906.623,3399917.846,30.72669516,76.18974263
15165,1227650.00,CH 1227+650,151650.00,43N,613898.028,3399922.958,30.72674210,76.18965344
15166,1227660.00,CH 1227+660,151660.00,43N,613889.434,3399928.070,30.72678904,76.18956426
15167,1227670.00,CH 1227+670,151670.00,43N,613880.839,3399933.182,30.72683598,76.18947507
15168,1227680.00,CH 1227+680,151680.00,43N,613872.244,3399938.293,30.72688292,76.18938588
15169,1227690.00,CH 1227+690,151690.00,43N,613863.650,3399943.405,30.72692986,76.18929669
15170,1227700.00,CH 1227+700,151700.00,43N,613855.055,3399948.517,30.72697680,76.18920750
15171,1227710.00,CH 1227+710,151710.00,43N,613846.460,3399953.629,30.72702374,76.18911831
15172,1227720.00,CH 1227+720,151720.00,43N,613837.866,3399958.741,30.72707068,76.18902913
15173,1227730.00,CH 1227+730,151730.00,43N,613829.271,3399963.853,30.72711762,76.18893994
15174,1227740.00,CH 1227+740,151740.00,43N,613820.676,3399968.965,30.72716456,76.18885075
15175,1227750.00,CH 1227+750,151750.00,43N,613812.082,3399974.077,30.72721150,76.18876156
15176,1227760.00,CH 1227+760,151760.00,43N,613803.487,3399979.189,30.72725844,76.18867237
15177,1227770.00,CH 1227+770,151770.00,43N,613794.892,3399984.301,30.72730538,76.18858318
15178,1227780.00,CH 1227+780,151780.00,43N,613786.298,3399989.412,30.72735232,76.18849399
15179,1227790.00,CH 1227+790,151790.00,43N,613777.703,3399994.524,30.72739926,76.18840481
15180,1227800.00,CH 1227+800,151800.00,43N,613769.108,3399999.636,30.72744620,76.18831562
15181,1227810.00,CH 1227+810,151810.00,43N,613760.514,3400004.748,30.72749314,76.18822643
15182,1227820.00,CH 1227+820,151820.00,43N,613751.919,3400009.860,30.72754008,76.18813724
15183,1227830.00,CH 1227+830,151830.00,43N,613743.324,3400014.972,30.72758702,76.18804805
15184,1227840.00,CH 1227+840,151840.00,43N,613734.729,3400020.084,30.72763396,76.18795886
15185,1227850.00,CH 1227+850,151850.00,43N,613726.135,3400025.196,30.72768090,76.18786967
15186,1227860.00,CH 1227+860,151860.00,43N,613717.552,3400030.328,30.72772802,76.18778061
15187,1227870.00,CH 1227+870,151870.00,43N,613708.979,3400035.476,30.72777528,76.18769165
15188,1227880.00,CH 1227+880,151880.00,43N,613700.405,3400040.623,30.72782254,76.18760268
15189,1227890.00,CH 1227+890,151890.00,43N,613691.832,3400045.770,30.72786979,76.18751372
15190,1227900.00,CH 1227+900,151900.00,43N,613683.258,3400050.917,30.72791705,76.18742475
15191,1227910.00,CH 1227+910,151910.00,43N,613674.685,3400056.065,30.72796431,76.18733579
15192,1227920.00,CH 1227+920,151920.00,43N,613666.111,3400061.212,30.72801156,76.18724682
15193,1227930.00,CH 1227+930,151930.00,43N,613657.538,3400066.359,30.72805882,76.18715785
15194,1227940.00,CH 1227+940,151940.00,43N,613648.964,3400071.506,30.72810607,76.18706889
15195,1227950.00,CH 1227+950,151950.00,43N,613640.391,3400076.654,30.72815333,76.18697992
15196,1227960.00,CH 1227+960,151960.00,43N,613631.817,3400081.801,30.72820058,76.18689096
15197,1227970.00,CH 1227+970,151970.00,43N,613623.244,3400086.948,30.72824784,76.18680199
15198,1227980.00,CH 1227+980,151980.00,43N,613614.670,3400092.096,30.72829510,76.18671303
15199,1227990.00,CH 1227+990,151990.00,43N,613606.096,3400097.243,30.72834235,76.18662406
15200,1228000.00,CH 1228+000,152000.00,43N,613597.523,3400102.390,30.72838961,76.18653509
15201,1228010.00,CH 1228+010,152010.00,43N,613588.949,3400107.537,30.72843686,76.18644613
15202,1228020.00,CH 1228+020,152020.00,43N,613580.376,3400112.685,30.72848412,76.18635716
15203,1228030.00,CH 1228+030,152030.00,43N,613571.802,3400117.832,30.72853137,76.18626819
15204,1228040.00,CH 1228+040,152040.00,43N,613563.229,3400122.979,30.72857863,76.18617923
15205,1228050.00,CH 1228+050,152050.00,43N,613554.655,3400128.127,30.72862588,76.18609026
15206,1228060.00,CH 1228+060,152060.00,43N,613546.082,3400133.274,30.72867314,76.18600129
15207,1228070.00,CH 1228+070,152070.00,43N,613537.508,3400138.421,30.72872039,76.18591233
15208,1228080.00,CH 1228+080,152080.00,43N,613528.935,3400143.568,30.72876765,76.18582336
15209,1228090.00,CH 1228+090,152090.00,43N,613520.361,3400148.716,30.72881491,76.18573439
15210,1228100.00,CH 1228+100,152100.00,43N,613511.788,3400153.863,30.72886216,76.18564543
15211,1228110.00,CH 1228+110,152110.00,43N,613503.214,3400159.010,30.72890941,76.18555646
15212,1228120.00,CH 1228+120,152120.00,43N,613494.640,3400164.157,30.72895667,76.18546749
15213,1228130.00,CH 1228+130,152130.00,43N,613486.067,3400169.305,30.72900392,76.18537852
15214,1228140.00,CH 1228+140,152140.00,43N,613477.493,3400174.452,30.72905118,76.18528956
15215,1228150.00,CH 1228+150,152150.00,43N,613468.920,3400179.599,30.72909843,76.18520059
15216,1228160.00,CH 1228+160,152160.00,43N,613460.346,3400184.747,30.72914569,76.18511162
15217,1228170.00,CH 1228+170,152170.00,43N,613451.773,3400189.894,30.72919294,76.18502265
15218,1228180.00,CH 1228+180,152180.00,43N,613443.199,3400195.041,30.72924020,76.18493369
15219,1228190.00,CH 1228+190,152190.00,43N,613434.626,3400200.188,30.72928745,76.18484472
15220,1228200.00,CH 1228+200,152200.00,43N,613426.052,3400205.336,30.72933471,76.18475575
15221,1228210.00,CH 1228+210,152210.00,43N,613417.479,3400210.483,30.72938196,76.18466678
15222,1228220.00,CH 1228+220,152220.00,43N,613408.905,3400215.630,30.72942922,76.18457781
15223,1228230.00,CH 1228+230,152230.00,43N,613400.332,3400220.777,30.72947647,76.18448885
15224,1228240.00,CH 1228+240,152240.00,43N,613391.758,3400225.925,30.72952372,76.18439988
15225,1228250.00,CH 1228+250,152250.00,43N,613383.184,3400231.072,30.72957098,76.18431091
15226,1228260.00,CH 1228+260,152260.00,43N,613374.611,3400236.219,30.72961823,76.18422194
15227,1228270.00,CH 1228+270,152270.00,43N,613366.037,3400241.367,30.72966549,76.18413297
15228,1228280.00,CH 1228+280,152280.00,43N,613357.464,3400246.514,30.72971274,76.18404400
15229,1228290.00,CH 1228+290,152290.00,43N,613348.890,3400251.661,30.72975999,76.18395504
15230,1228300.00,CH 1228+300,152300.00,43N,613340.317,3400256.808,30.72980725,76.18386607
15231,1228310.00,CH 1228+310,152310.00,43N,613331.743,3400261.956,30.72985450,76.18377710
15232,1228320.00,CH 1228+320,152320.00,43N,613323.170,3400267.103,30.72990175,76.18368813
15233,1228330.00,CH 1228+330,152330.00,43N,613314.596,3400272.250,30.72994901,76.18359916
15234,1228340.00,CH 1228+340,152340.00,43N,613306.023,3400277.397,30.72999626,76.18351019
15235,1228350.00,CH 1228+350,152350.00,43N,613297.449,3400282.545,30.73004352,76.18342122
15236,1228360.00,CH 1228+360,152360.00,43N,613288.875,3400287.692,30.73009077,76.18333225
15237,1228370.00,CH 1228+370,152370.00,43N,613280.302,3400292.839,30.73013802,76.18324328
15238,1228380.00,CH 1228+380,152380.00,43N,613271.728,3400297.987,30.73018528,76.18315431
15239,1228390.00,CH 1228+390,152390.00,43N,613263.155,3400303.134,30.73023253,76.18306534
15240,1228400.00,CH 1228+400,152400.00,43N,613254.581,3400308.281,30.73027978,76.18297637
15241,1228410.00,CH 1228+410,152410.00,43N,613246.008,3400313.428,30.73032704,76.18288740
15242,1228420.00,CH 1228+420,152420.00,43N,613237.434,3400318.576,30.73037429,76.18279843
15243,1228430.00,CH 1228+430,152430.00,43N,613228.861,3400323.723,30.73042154,76.18270946
15244,1228440.00,CH 1228+440,152440.00,43N,613220.287,3400328.870,30.73046879,76.18262049
15245,1228450.00,CH 1228+450,152450.00,43N,613211.714,3400334.017,30.73051605,76.18253152
15246,1228460.00,CH 1228+460,152460.00,43N,613203.140,3400339.165,30.73056330,76.18244255
15247,1228470.00,CH 1228+470,152470.00,43N,613194.567,3400344.312,30.73061055,76.18235358
15248,1228480.00,CH 1228+480,152480.00,43N,613185.993,3400349.459,30.73065781,76.18226461
15249,1228490.00,CH 1228+490,152490.00,43N,613177.419,3400354.607,30.73070506,76.18217564
15250,1228500.00,CH 1228+500,152500.00,43N,613168.846,3400359.754,30.73075231,76.18208667
15251,1228510.00,CH 1228+510,152510.00,43N,613160.272,3400364.901,30.73079956,76.18199770
15252,1228520.00,CH 1228+520,152520.00,43N,613151.699,3400370.048,30.73084682,76.18190873
15253,1228530.00,CH 1228+530,152530.00,43N,613143.125,3400375.196,30.73089407,76.18181976
15254,1228540.00,CH 1228+540,152540.00,43N,613134.552,3400380.343,30.73094132,76.18173079
15255,1228550.00,CH 1228+550,152550.00,43N,613125.978,3400385.490,30.73098857,76.18164182
15256,1228560.00,CH 1228+560,152560.00,43N,613117.405,3400390.637,30.73103583,76.18155285
15257,1228570.00,CH 1228+570,152570.00,43N,613108.831,3400395.785,30.73108308,76.18146388
15258,1228580.00,CH 1228+580,152580.00,43N,613100.258,3400400.932,30.73113033,76.18137490
15259,1228590.00,CH 1228+590,152590.00,43N,613091.684,3400406.079,30.73117758,76.18128593
15260,1228600.00,CH 1228+600,152600.00,43N,613083.111,3400411.227,30.73122483,76.18119696
15261,1228610.00,CH 1228+610,152610.00,43N,613074.537,3400416.374,30.73127209,76.18110799
15262,1228620.00,CH 1228+620,152620.00,43N,613065.963,3400421.521,30.73131934,76.18101902
15263,1228630.00,CH 1228+630,152630.00,43N,613057.390,3400426.668,30.73136659,76.18093005
15264,1228640.00,CH 1228+640,152640.00,43N,613048.816,3400431.816,30.73141384,76.18084107
15265,1228650.00,CH 1228+650,152650.00,43N,613040.243,3400436.963,30.73146109,76.18075210
15266,1228660.00,CH 1228+660,152660.00,43N,613031.669,3400442.110,30.73150835,76.18066313
15267,1228670.00,CH 1228+670,152670.00,43N,613023.096,3400447.258,30.73155560,76.18057416
15268,1228680.00,CH 1228+680,152680.00,43N,613014.522,3400452.405,30.73160285,76.18048519
15269,1228690.00,CH 1228+690,152690.00,43N,613005.949,3400457.552,30.73165010,76.18039621
15270,1228700.00,CH 1228+700,152700.00,43N,612997.375,3400462.699,30.73169735,76.18030724
15271,1228710.00,CH 1228+710,152710.00,43N,612988.802,3400467.847,30.73174460,76.18021827
15272,1228720.00,CH 1228+720,152720.00,43N,612980.228,3400472.994,30.73179185,76.18012930
15273,1228730.00,CH 1228+730,152730.00,43N,612971.655,3400478.141,30.73183911,76.18004032
15274,1228740.00,CH 1228+740,152740.00,43N,612963.081,3400483.288,30.73188636,76.17995135
15275,1228750.00,CH 1228+750,152750.00,43N,612954.507,3400488.436,30.73193361,76.17986238
15276,1228760.00,CH 1228+760,152760.00,43N,612945.934,3400493.583,30.73198086,76.17977341
15277,1228770.00,CH 1228+770,152770.00,43N,612937.360,3400498.730,30.73202811,76.17968443
15278,1228780.00,CH 1228+780,152780.00,43N,612928.787,3400503.878,30.73207536,76.17959546
15279,1228790.00,CH 1228+790,152790.00,43N,612920.213,3400509.025,30.73212261,76.17950649
15280,1228800.00,CH 1228+800,152800.00,43N,612911.640,3400514.172,30.73216986,76.17941751
15281,1228810.00,CH 1228+810,152810.00,43N,612903.066,3400519.319,30.73221711,76.17932854
15282,1228820.00,CH 1228+820,152820.00,43N,612894.493,3400524.467,30.73226436,76.17923957
15283,1228830.00,CH 1228+830,152830.00,43N,612885.919,3400529.614,30.73231161,76.17915059
15284,1228840.00,CH 1228+840,152840.00,43N,612877.346,3400534.761,30.73235887,76.17906162
15285,1228850.00,CH 1228+850,152850.00,43N,612868.772,3400539.908,30.73240612,76.17897265
15286,1228860.00,CH 1228+860,152860.00,43N,612860.199,3400545.056,30.73245337,76.17888367
15287,1228870.00,CH 1228+870,152870.00,43N,612851.625,3400550.203,30.73250062,76.17879470
15288,1228880.00,CH 1228+880,152880.00,43N,612843.052,3400555.351,30.73254787,76.17870573
15289,1228890.00,CH 1228+890,152890.00,43N,612834.478,3400560.498,30.73259512,76.17861675
15290,1228900.00,CH 1228+900,152900.00,43N,612825.905,3400565.645,30.73264237,76.17852778
15291,1228910.00,CH 1228+910,152910.00,43N,612817.331,3400570.792,30.73268962,76.17843880
15292,1228920.00,CH 1228+920,152920.00,43N,612808.757,3400575.940,30.73273687,76.17834983
15293,1228930.00,CH 1228+930,152930.00,43N,612800.184,3400581.087,30.73278412,76.17826086
15294,1228940.00,CH 1228+940,152940.00,43N,612791.610,3400586.234,30.73283137,76.17817188
15295,1228950.00,CH 1228+950,152950.00,43N,612783.037,3400591.381,30.73287862,76.17808291
15296,1228960.00,CH 1228+960,152960.00,43N,612774.463,3400596.529,30.73292587,76.17799393
15297,1228970.00,CH 1228+970,152970.00,43N,612765.890,3400601.676,30.73297312,76.17790496
15298,1228980.00,CH 1228+980,152980.00,43N,612757.316,3400606.823,30.73302037,76.17781598
15299,1228990.00,CH 1228+990,152990.00,43N,612748.743,3400611.970,30.73306762,76.17772701
15300,1229000.00,CH 1229+000,153000.00,43N,612740.169,3400617.118,30.73311487,76.17763803
15301,1229010.00,CH 1229+010,153010.00,43N,612731.596,3400622.265,30.73316212,76.17754906
15302,1229020.00,CH 1229+020,153020.00,43N,612723.022,3400627.412,30.73320937,76.17746008
15303,1229030.00,CH 1229+030,153030.00,43N,612714.449,3400632.560,30.73325662,76.17737111
15304,1229040.00,CH 1229+040,153040.00,43N,612705.875,3400637.707,30.73330387,76.17728213
15305,1229050.00,CH 1229+050,153050.00,43N,612697.301,3400642.854,30.73335112,76.17719316
15306,1229060.00,CH 1229+060,153060.00,43N,612688.728,3400648.001,30.73339837,76.17710418
15307,1229070.00,CH 1229+070,153070.00,43N,612680.154,3400653.149,30.73344561,76.17701520
15308,1229080.00,CH 1229+080,153080.00,43N,612671.581,3400658.296,30.73349286,76.17692623
15309,1229090.00,CH 1229+090,153090.00,43N,612663.007,3400663.443,30.73354011,76.17683725
15310,1229100.00,CH 1229+100,153100.00,43N,612654.434,3400668.590,30.73358736,76.17674828
15311,1229110.00,CH 1229+110,153110.00,43N,612645.860,3400673.738,30.73363461,76.17665930
15312,1229120.00,CH 1229+120,153120.00,43N,612637.287,3400678.885,30.73368186,76.17657033
15313,1229130.00,CH 1229+130,153130.00,43N,612628.713,3400684.032,30.73372911,76.17648135
15314,1229140.00,CH 1229+140,153140.00,43N,612620.140,3400689.180,30.73377636,76.17639237
15315,1229150.00,CH 1229+150,153150.00,43N,612611.566,3400694.327,30.73382361,76.17630340
15316,1229160.00,CH 1229+160,153160.00,43N,612602.992,3400699.474,30.73387086,76.17621442
15317,1229170.00,CH 1229+170,153170.00,43N,612594.419,3400704.621,30.73391810,76.17612544
15318,1229180.00,CH 1229+180,153180.00,43N,612585.845,3400709.769,30.73396535,76.17603647
15319,1229190.00,CH 1229+190,153190.00,43N,612577.272,3400714.916,30.73401260,76.17594749
15320,1229200.00,CH 1229+200,153200.00,43N,612568.698,3400720.063,30.73405985,76.17585851
15321,1229210.00,CH 1229+210,153210.00,43N,612560.125,3400725.210,30.73410710,76.17576954
15322,1229220.00,CH 1229+220,153220.00,43N,612551.551,3400730.358,30.73415435,76.17568056
15323,1229230.00,CH 1229+230,153230.00,43N,612542.978,3400735.505,30.73420159,76.17559158
15324,1229240.00,CH 1229+240,153240.00,43N,612534.404,3400740.652,30.73424884,76.17550261
15325,1229250.00,CH 1229+250,153250.00,43N,612525.831,3400745.800,30.73429609,76.17541363
15326,1229260.00,CH 1229+260,153260.00,43N,612517.257,3400750.947,30.73434334,76.17532465
15327,1229270.00,CH 1229+270,153270.00,43N,612508.684,3400756.094,30.73439059,76.17523567
15328,1229280.00,CH 1229+280,153280.00,43N,612500.110,3400761.241,30.73443783,76.17514670
15329,1229290.00,CH 1229+290,153290.00,43N,612491.536,3400766.389,30.73448508,76.17505772
15330,1229300.00,CH 1229+300,153300.00,43N,612482.963,3400771.536,30.73453233,76.17496874
15331,1229310.00,CH 1229+310,153310.00,43N,612474.389,3400776.683,30.73457958,76.17487976
15332,1229320.00,CH 1229+320,153320.00,43N,612465.816,3400781.830,30.73462683,76.17479079
15333,1229330.00,CH 1229+330,153330.00,43N,612457.242,3400786.978,30.73467407,76.17470181
15334,1229340.00,CH 1229+340,153340.00,43N,612448.669,3400792.125,30.73472132,76.17461283
15335,1229350.00,CH 1229+350,153350.00,43N,612440.095,3400797.272,30.73476857,76.17452385
15336,1229360.00,CH 1229+360,153360.00,43N,612431.522,3400802.420,30.73481582,76.17443487
15337,1229370.00,CH 1229+370,153370.00,43N,612422.948,3400807.567,30.73486306,76.17434590
15338,1229380.00,CH 1229+380,153380.00,43N,612414.375,3400812.714,30.73491031,76.17425692
15339,1229390.00,CH 1229+390,153390.00,43N,612405.801,3400817.861,30.73495756,76.17416794
15340,1229400.00,CH 1229+400,153400.00,43N,612397.228,3400823.009,30.73500481,76.17407896
15341,1229410.00,CH 1229+410,153410.00,43N,612388.654,3400828.156,30.73505205,76.17398998
15342,1229420.00,CH 1229+420,153420.00,43N,612380.080,3400833.303,30.73509930,76.17390100
15343,1229430.00,CH 1229+430,153430.00,43N,612371.507,3400838.450,30.73514655,76.17381202
15344,1229440.00,CH 1229+440,153440.00,43N,612362.933,3400843.598,30.73519379,76.17372304
15345,1229450.00,CH 1229+450,153450.00,43N,612354.360,3400848.745,30.73524104,76.17363407
15346,1229460.00,CH 1229+460,153460.00,43N,612345.786,3400853.892,30.73528829,76.17354509
15347,1229470.00,CH 1229+470,153470.00,43N,612337.213,3400859.039,30.73533554,76.17345611
15348,1229480.00,CH 1229+480,153480.00,43N,612328.639,3400864.187,30.73538278,76.17336713
15349,1229490.00,CH 1229+490,153490.00,43N,612320.066,3400869.334,30.73543003,76.17327815
15350,1229500.00,CH 1229+500,153500.00,43N,612311.492,3400874.481,30.73547728,76.17318917
15351,1229510.00,CH 1229+510,153510.00,43N,612302.919,3400879.629,30.73552452,76.17310019
15352,1229520.00,CH 1229+520,153520.00,43N,612294.345,3400884.776,30.73557177,76.17301121
15353,1229530.00,CH 1229+530,153530.00,43N,612285.771,3400889.923,30.73561902,76.17292223
15354,1229540.00,CH 1229+540,153540.00,43N,612277.198,3400895.070,30.73566626,76.17283325
15355,1229550.00,CH 1229+550,153550.00,43N,612268.624,3400900.218,30.73571351,76.17274427
15356,1229560.00,CH 1229+560,153560.00,43N,612260.051,3400905.365,30.73576075,76.17265529
15357,1229570.00,CH 1229+570,153570.00,43N,612251.477,3400910.512,30.73580800,76.17256631
15358,1229580.00,CH 1229+580,153580.00,43N,612242.904,3400915.659,30.73585525,76.17247733
15359,1229590.00,CH 1229+590,153590.00,43N,612234.330,3400920.807,30.73590249,76.17238835
15360,1229600.00,CH 1229+600,153600.00,43N,612225.757,3400925.954,30.73594974,76.17229937
15361,1229610.00,CH 1229+610,153610.00,43N,612217.183,3400931.101,30.73599699,76.17221039
15362,1229620.00,CH 1229+620,153620.00,43N,612208.610,3400936.249,30.73604423,76.17212141
15363,1229630.00,CH 1229+630,153630.00,43N,612200.036,3400941.396,30.73609148,76.17203243
15364,1229640.00,CH 1229+640,153640.00,43N,612191.463,3400946.543,30.73613872,76.17194345
15365,1229650.00,CH 1229+650,153650.00,43N,612182.889,3400951.690,30.73618597,76.17185447
15366,1229660.00,CH 1229+660,153660.00,43N,612174.315,3400956.838,30.73623321,76.17176549
15367,1229670.00,CH 1229+670,153670.00,43N,612165.742,3400961.985,30.73628046,76.17167651
15368,1229680.00,CH 1229+680,153680.00,43N,612157.168,3400967.132,30.73632771,76.17158753
15369,1229690.00,CH 1229+690,153690.00,43N,612148.595,3400972.279,30.73637495,76.17149854
15370,1229700.00,CH 1229+700,153700.00,43N,612140.021,3400977.427,30.73642220,76.17140956
15371,1229710.00,CH 1229+710,153710.00,43N,612131.448,3400982.574,30.73646944,76.17132058
15372,1229720.00,CH 1229+720,153720.00,43N,612122.874,3400987.721,30.73651669,76.17123160
15373,1229730.00,CH 1229+730,153730.00,43N,612114.301,3400992.869,30.73656393,76.17114262
15374,1229740.00,CH 1229+740,153740.00,43N,612105.727,3400998.016,30.73661118,76.17105364
15375,1229750.00,CH 1229+750,153750.00,43N,612097.154,3401003.163,30.73665842,76.17096466
15376,1229760.00,CH 1229+760,153760.00,43N,612088.580,3401008.310,30.73670567,76.17087567
15377,1229770.00,CH 1229+770,153770.00,43N,612080.006,3401013.458,30.73675291,76.17078669
15378,1229780.00,CH 1229+780,153780.00,43N,612071.433,3401018.605,30.73680016,76.17069771
15379,1229790.00,CH 1229+790,153790.00,43N,612062.859,3401023.752,30.73684740,76.17060873
15380,1229800.00,CH 1229+800,153800.00,43N,612054.286,3401028.899,30.73689465,76.17051975
15381,1229810.00,CH 1229+810,153810.00,43N,612045.712,3401034.047,30.73694189,76.17043076
15382,1229820.00,CH 1229+820,153820.00,43N,612037.139,3401039.194,30.73698914,76.17034178
15383,1229830.00,CH 1229+830,153830.00,43N,612028.565,3401044.341,30.73703638,76.17025280
15384,1229840.00,CH 1229+840,153840.00,43N,612019.992,3401049.489,30.73708363,76.17016382
15385,1229850.00,CH 1229+850,153850.00,43N,612011.418,3401054.636,30.73713087,76.17007483
15386,1229860.00,CH 1229+860,153860.00,43N,612002.864,3401059.815,30.73717840,76.16998606
15387,1229870.00,CH 1229+870,153870.00,43N,611994.324,3401065.017,30.73722614,76.16989743
15388,1229880.00,CH 1229+880,153880.00,43N,611985.783,3401070.220,30.73727388,76.16980880
15389,1229890.00,CH 1229+890,153890.00,43N,611977.243,3401075.422,30.73732162,76.16972017
