Point_Index,DFCC_Chainage_Meters,DFCC_Chainage_Formatted,Relative_Distance_Meters,UTM_Zone,UTM_Easting,UTM_Northing,Latitude,Longitude
15390,1229900.00,CH 1229+900,153900.00,43N,611968.703,3401080.624,30.73736935,76.16963154
15391,1229910.00,CH 1229+910,153910.00,43N,611960.163,3401085.826,30.73741709,76.16954291
15392,1229920.00,CH 1229+920,153920.00,43N,611951.622,3401091.029,30.73746483,76.16945428
15393,1229930.00,CH 1229+930,153930.00,43N,611943.082,3401096.231,30.73751257,76.16936565
15394,1229940.00,CH 1229+940,153940.00,43N,611934.542,3401101.433,30.73756030,76.16927702
15395,1229950.00,CH 1229+950,153950.00,43N,611926.001,3401106.635,30.73760804,76.16918839
15396,1229960.00,CH 1229+960,153960.00,43N,611917.461,3401111.838,30.73765578,76.16909976
15397,1229970.00,CH 1229+970,153970.00,43N,611908.921,3401117.040,30.73770351,76.16901113
15398,1229980.00,CH 1229+980,153980.00,43N,611900.381,3401122.242,30.73775125,76.16892250
15399,1229990.00,CH 1229+990,153990.00,43N,611891.840,3401127.445,30.73779899,76.16883387
15400,1230000.00,CH 1230+000,154000.00,43N,611883.300,3401132.647,30.73784672,76.16874524
15401,1230010.00,CH 1230+010,154010.00,43N,611874.760,3401137.849,30.73789446,76.16865661
15402,1230020.00,CH 1230+020,154020.00,43N,611866.219,3401143.051,30.73794220,76.16856798
15403,1230030.00,CH 1230+030,154030.00,43N,611857.679,3401148.254,30.73798993,76.16847935
15404,1230040.00,CH 1230+040,154040.00,43N,611849.139,3401153.456,30.73803767,76.16839072
15405,1230050.00,CH 1230+050,154050.00,43N,611840.599,3401158.658,30.73808541,76.16830209
15406,1230060.00,CH 1230+060,154060.00,43N,611832.058,3401163.860,30.73813314,76.16821345
15407,1230070.00,CH 1230+070,154070.00,43N,611823.518,3401169.063,30.73818088,76.16812482
15408,1230080.00,CH 1230+080,154080.00,43N,611814.978,3401174.265,30.73822862,76.16803619
15409,1230090.00,CH 1230+090,154090.00,43N,611806.437,3401179.467,30.73827635,76.16794756
15410,1230100.00,CH 1230+100,154100.00,43N,611797.897,3401184.669,30.73832409,76.16785893
15411,1230110.00,CH 1230+110,154110.00,43N,611789.357,3401189.872,30.73837182,76.16777030
15412,1230120.00,CH 1230+120,154120.00,43N,611780.817,3401195.074,30.73841956,76.16768167
15413,1230130.00,CH 1230+130,154130.00,43N,611772.276,3401200.276,30.73846730,76.16759303
15414,1230140.00,CH 1230+140,154140.00,43N,611763.736,3401205.479,30.73851503,76.16750440
15415,1230150.00,CH 1230+150,154150.00,43N,611755.196,3401210.681,30.73856277,76.16741577
15416,1230160.00,CH 1230+160,154160.00,43N,611746.656,3401215.883,30.73861050,76.16732714
15417,1230170.00,CH 1230+170,154170.00,43N,611738.115,3401221.085,30.73865824,76.16723851
15418,1230180.00,CH 1230+180,154180.00,43N,611729.575,3401226.288,30.73870598,76.16714988
15419,1230190.00,CH 1230+190,154190.00,43N,611721.035,3401231.490,30.73875371,76.16706124
15420,1230200.00,CH 1230+200,154200.00,43N,611712.494,3401236.692,30.73880145,76.16697261
15421,1230210.00,CH 1230+210,154210.00,43N,611703.954,3401241.894,30.73884918,76.16688398
15422,1230220.00,CH 1230+220,154220.00,43N,611695.414,3401247.097,30.73889692,76.16679535
15423,1230230.00,CH 1230+230,154230.00,43N,611686.874,3401252.299,30.73894465,76.16670671
15424,1230240.00,CH 1230+240,154240.00,43N,611678.333,3401257.501,30.73899239,76.16661808
15425,1230250.00,CH 1230+250,154250.00,43N,611669.793,3401262.703,30.73904012,76.16652945
15426,1230260.00,CH 1230+260,154260.00,43N,611661.253,3401267.906,30.73908786,76.16644082
15427,1230270.00,CH 1230+270,154270.00,43N,611652.712,3401273.108,30.73913559,76.16635218
15428,1230280.00,CH 1230+280,154280.00,43N,611644.172,3401278.310,30.73918333,76.16626355
15429,1230290.00,CH 1230+290,154290.00,43N,611635.632,3401283.513,30.73923106,76.16617492
15430,1230300.00,CH 1230+300,154300.00,43N,611627.092,3401288.715,30.73927880,76.16608628
15431,1230310.00,CH 1230+310,154310.00,43N,611618.551,3401293.917,30.73932653,76.16599765
15432,1230320.00,CH 1230+320,154320.00,43N,611610.011,3401299.119,30.73937427,76.16590902
15433,1230330.00,CH 1230+330,154330.00,43N,611601.471,3401304.322,30.73942200,76.16582038
15434,1230340.00,CH 1230+340,154340.00,43N,611592.930,3401309.524,30.73946974,76.16573175
15435,1230350.00,CH 1230+350,154350.00,43N,611584.390,3401314.726,30.73951747,76.16564312
15436,1230360.00,CH 1230+360,154360.00,43N,611575.850,3401319.928,30.73956521,76.16555448
15437,1230370.00,CH 1230+370,154370.00,43N,611567.310,3401325.131,30.73961294,76.16546585
15438,1230380.00,CH 1230+380,154380.00,43N,611558.769,3401330.333,30.73966068,76.16537722
15439,1230390.00,CH 1230+390,154390.00,43N,611550.229,3401335.535,30.73970841,76.16528858
15440,1230400.00,CH 1230+400,154400.00,43N,611541.689,3401340.737,30.73975615,76.16519995
15441,1230410.00,CH 1230+410,154410.00,43N,611533.148,3401345.940,30.73980388,76.16511131
15442,1230420.00,CH 1230+420,154420.00,43N,611524.608,3401351.142,30.73985161,76.16502268
15443,1230430.00,CH 1230+430,154430.00,43N,611516.068,3401356.344,30.73989935,76.16493404
15444,1230440.00,CH 1230+440,154440.00,43N,611507.528,3401361.546,30.73994708,76.16484541
15445,1230450.00,CH 1230+450,154450.00,43N,611498.987,3401366.749,30.73999482,76.16475678
15446,1230460.00,CH 1230+460,154460.00,43N,611490.447,3401371.951,30.74004255,76.16466814
15447,1230470.00,CH 1230+470,154470.00,43N,611481.907,3401377.153,30.74009028,76.16457951
15448,1230480.00,CH 1230+480,154480.00,43N,611473.366,3401382.356,30.74013802,76.16449087
15449,1230490.00,CH 1230+490,154490.00,43N,611464.826,3401387.558,30.74018575,76.16440224
15450,1230500.00,CH 1230+500,154500.00,43N,611456.286,3401392.760,30.74023349,76.16431360
15451,1230510.00,CH 1230+510,154510.00,43N,611447.746,3401397.962,30.74028122,76.16422497
15452,1230520.00,CH 1230+520,154520.00,43N,611439.205,3401403.165,30.74032895,76.16413633
15453,1230530.00,CH 1230+530,154530.00,43N,611430.665,3401408.367,30.74037669,76.16404770
15454,1230540.00,CH 1230+540,154540.00,43N,611422.125,3401413.569,30.74042442,76.16395906
15455,1230550.00,CH 1230+550,154550.00,43N,611413.584,3401418.771,30.74047215,76.16387043
15456,1230560.00,CH 1230+560,154560.00,43N,611405.044,3401423.974,30.74051989,76.16378179
15457,1230570.00,CH 1230+570,154570.00,43N,611396.504,3401429.176,30.74056762,76.16369316
15458,1230580.00,CH 1230+580,154580.00,43N,611387.964,3401434.378,30.74061535,76.16360452
15459,1230590.00,CH 1230+590,154590.00,43N,611379.423,3401439.580,30.74066309,76.16351588
15460,1230600.00,CH 1230+600,154600.00,43N,611370.883,3401444.783,30.74071082,76.16342725
15461,1230610.00,CH 1230+610,154610.00,43N,611362.343,3401449.985,30.74075855,76.16333861
15462,1230620.00,CH 1230+620,154620.00,43N,611353.802,3401455.187,30.74080629,76.16324998
15463,1230630.00,CH 1230+630,154630.00,43N,611345.262,3401460.390,30.74085402,76.16316134
15464,1230640.00,CH 1230+640,154640.00,43N,611336.722,3401465.592,30.74090175,76.16307270
15465,1230650.00,CH 1230+650,154650.00,43N,611328.182,3401470.794,30.74094949,76.16298407
15466,1230660.00,CH 1230+660,154660.00,43N,611319.641,3401475.996,30.74099722,76.16289543
15467,1230670.00,CH 1230+670,154670.00,43N,611311.101,3401481.199,30.74104495,76.16280679
15468,1230680.00,CH 1230+680,154680.00,43N,611302.561,3401486.401,30.74109269,76.16271816
15469,1230690.00,CH 1230+690,154690.00,43N,611294.020,3401491.603,30.74114042,76.16262952
15470,1230700.00,CH 1230+700,154700.00,43N,611285.480,3401496.805,30.74118815,76.16254089
15471,1230710.00,CH 1230+710,154710.00,43N,611276.940,3401502.008,30.74123588,76.16245225
15472,1230720.00,CH 1230+720,154720.00,43N,611268.400,3401507.210,30.74128362,76.16236361
15473,1230730.00,CH 1230+730,154730.00,43N,611259.859,3401512.412,30.74133135,76.16227497
15474,1230740.00,CH 1230+740,154740.00,43N,611251.319,3401517.614,30.74137908,76.16218634
15475,1230750.00,CH 1230+750,154750.00,43N,611242.779,3401522.817,30.74142681,76.16209770
15476,1230760.00,CH 1230+760,154760.00,43N,611234.239,3401528.019,30.74147454,76.16200906
15477,1230770.00,CH 1230+770,154770.00,43N,611225.698,3401533.221,30.74152228,76.16192043
15478,1230780.00,CH 1230+780,154780.00,43N,611217.158,3401538.423,30.74157001,76.16183179
15479,1230790.00,CH 1230+790,154790.00,43N,611208.618,3401543.626,30.74161774,76.16174315
15480,1230800.00,CH 1230+800,154800.00,43N,611200.077,3401548.828,30.74166547,76.16165451
15481,1230810.00,CH 1230+810,154810.00,43N,611191.537,3401554.030,30.74171321,76.16156588
15482,1230820.00,CH 1230+820,154820.00,43N,611182.997,3401559.233,30.74176094,76.16147724
15483,1230830.00,CH 1230+830,154830.00,43N,611174.457,3401564.435,30.74180867,76.16138860
15484,1230840.00,CH 1230+840,154840.00,43N,611165.916,3401569.637,30.74185640,76.16129996
15485,1230850.00,CH 1230+850,154850.00,43N,611157.376,3401574.839,30.74190413,76.16121132
15486,1230860.00,CH 1230+860,154860.00,43N,611148.814,3401580.007,30.74195155,76.16112246
15487,1230870.00,CH 1230+870,154870.00,43N,611140.238,3401585.149,30.74199875,76.16103344
15488,1230880.00,CH 1230+880,154880.00,43N,611131.662,3401590.292,30.74204595,76.16094442
15489,1230890.00,CH 1230+890,154890.00,43N,611123.086,3401595.435,30.74209314,76.16085540
15490,1230900.00,CH 1230+900,154900.00,43N,611114.509,3401600.577,30.74214034,76.16076638
15491,1230910.00,CH 1230+910,154910.00,43N,611105.933,3401605.720,30.74218754,76.16067736
15492,1230920.00,CH 1230+920,154920.00,43N,611097.357,3401610.863,30.74223474,76.16058834
15493,1230930.00,CH 1230+930,154930.00,43N,611088.781,3401616.006,30.74228193,76.16049932
15494,1230940.00,CH 1230+940,154940.00,43N,611080.204,3401621.148,30.74232913,76.16041029
15495,1230950.00,CH 1230+950,154950.00,43N,611071.628,3401626.291,30.74237633,76.16032127
15496,1230960.00,CH 1230+960,154960.00,43N,611063.052,3401631.434,30.74242353,76.16023225
15497,1230970.00,CH 1230+970,154970.00,43N,611054.476,3401636.577,30.74247072,76.16014323
15498,1230980.00,CH 1230+980,154980.00,43N,611045.899,3401641.719,30.74251792,76.16005421
15499,1230990.00,CH 1230+990,154990.00,43N,611037.323,3401646.862,30.74256512,76.15996519
15500,1231000.00,CH 1231+000,155000.00,43N,611028.747,3401652.005,30.74261232,76.15987617
15501,1231010.00,CH 1231+010,155010.00,43N,611020.171,3401657.148,30.74265951,76.15978714
15502,1231020.00,CH 1231+020,155020.00,43N,611011.594,3401662.290,30.74270671,76.15969812
15503,1231030.00,CH 1231+030,155030.00,43N,611003.018,3401667.433,30.74275391,76.15960910
15504,1231040.00,CH 1231+040,155040.00,43N,610994.442,3401672.576,30.74280110,76.15952008
15505,1231050.00,CH 1231+050,155050.00,43N,610985.866,3401677.719,30.74284830,76.15943106
15506,1231060.00,CH 1231+060,155060.00,43N,610977.289,3401682.861,30.74289550,76.15934204
15507,1231070.00,CH 1231+070,155070.00,43N,610968.713,3401688.004,30.74294270,76.15925301
15508,1231080.00,CH 1231+080,155080.00,43N,610960.137,3401693.147,30.74298989,76.15916399
15509,1231090.00,CH 1231+090,155090.00,43N,610951.561,3401698.290,30.74303709,76.15907497
15510,1231100.00,CH 1231+100,155100.00,43N,610942.984,3401703.432,30.74308429,76.15898595
15511,1231110.00,CH 1231+110,155110.00,43N,610934.408,3401708.575,30.74313148,76.15889693
15512,1231120.00,CH 1231+120,155120.00,43N,610925.832,3401713.718,30.74317868,76.15880790
15513,1231130.00,CH 1231+130,155130.00,43N,610917.256,3401718.861,30.74322588,76.15871888
15514,1231140.00,CH 1231+140,155140.00,43N,610908.679,3401724.003,30.74327307,76.15862986
15515,1231150.00,CH 1231+150,155150.00,43N,610900.103,3401729.146,30.74332027,76.15854083
15516,1231160.00,CH 1231+160,155160.00,43N,610891.527,3401734.289,30.74336747,76.15845181
15517,1231170.00,CH 1231+170,155170.00,43N,610882.951,3401739.432,30.74341466,76.15836279
15518,1231180.00,CH 1231+180,155180.00,43N,610874.374,3401744.575,30.74346186,76.15827377
15519,1231190.00,CH 1231+190,155190.00,43N,610865.798,3401749.717,30.74350906,76.15818474
15520,1231200.00,CH 1231+200,155200.00,43N,610857.222,3401754.860,30.74355625,76.15809572
15521,1231210.00,CH 1231+210,155210.00,43N,610848.646,3401760.003,30.74360345,76.15800670
15522,1231220.00,CH 1231+220,155220.00,43N,610840.069,3401765.146,30.74365064,76.15791767
15523,1231230.00,CH 1231+230,155230.00,43N,610831.493,3401770.288,30.74369784,76.15782865
15524,1231240.00,CH 1231+240,155240.00,43N,610822.917,3401775.431,30.74374504,76.15773963
15525,1231250.00,CH 1231+250,155250.00,43N,610814.341,3401780.574,30.74379223,76.15765060
15526,1231260.00,CH 1231+260,155260.00,43N,610805.764,3401785.717,30.74383943,76.15756158
15527,1231270.00,CH 1231+270,155270.00,43N,610797.188,3401790.859,30.74388662,76.15747256
15528,1231280.00,CH 1231+280,155280.00,43N,610788.612,3401796.002,30.74393382,76.15738353
15529,1231290.00,CH 1231+290,155290.00,43N,610780.036,3401801.145,30.74398102,76.15729451
15530,1231300.00,CH 1231+300,155300.00,43N,610771.459,3401806.288,30.74402821,76.15720548
15531,1231310.00,CH 1231+310,155310.00,43N,610762.883,3401811.430,30.74407541,76.15711646
15532,1231320.00,CH 1231+320,155320.00,43N,610754.307,3401816.573,30.74412260,76.15702744
15533,1231330.00,CH 1231+330,155330.00,43N,610745.731,3401821.716,30.74416980,76.15693841
15534,1231340.00,CH 1231+340,155340.00,43N,610737.154,3401826.859,30.74421699,76.15684939
15535,1231350.00,CH 1231+350,155350.00,43N,610728.578,3401832.002,30.74426419,76.15676036
15536,1231360.00,CH 1231+360,155360.00,43N,610720.002,3401837.144,30.74431138,76.15667134
15537,1231370.00,CH 1231+370,155370.00,43N,610711.426,3401842.287,30.74435858,76.15658231
15538,1231380.00,CH 1231+380,155380.00,43N,610702.850,3401847.430,30.74440578,76.15649329
15539,1231390.00,CH 1231+390,155390.00,43N,610694.277,3401852.578,30.74445302,76.15640430
15540,1231400.00,CH 1231+400,155400.00,43N,610685.704,3401857.727,30.74450026,76.15631531
15541,1231410.00,CH 1231+410,155410.00,43N,610677.131,3401862.875,30.74454751,76.15622632
15542,1231420.00,CH 1231+420,155420.00,43N,610668.558,3401868.023,30.74459475,76.15613733
15543,1231430.00,CH 1231+430,155430.00,43N,610659.985,3401873.172,30.74464200,76.15604834
15544,1231440.00,CH 1231+440,155440.00,43N,610651.412,3401878.320,30.74468924,76.15595935
15545,1231450.00,CH 1231+450,155450.00,43N,610642.839,3401883.468,30.74473649,76.15587036
15546,1231460.00,CH 1231+460,155460.00,43N,610634.266,3401888.616,30.74478373,76.15578137
15547,1231470.00,CH 1231+470,155470.00,43N,610625.693,3401893.765,30.74483098,76.15569238
15548,1231480.00,CH 1231+480,155480.00,43N,610617.120,3401898.913,30.74487822,76.15560339
15549,1231490.00,CH 1231+490,155490.00,43N,610608.547,3401904.061,30.74492546,76.15551440
15550,1231500.00,CH 1231+500,155500.00,43N,610599.975,3401909.210,30.74497271,76.15542541
15551,1231510.00,CH 1231+510,155510.00,43N,610591.402,3401914.358,30.74501995,76.15533642
15552,1231520.00,CH 1231+520,155520.00,43N,610582.829,3401919.506,30.74506720,76.15524743
15553,1231530.00,CH 1231+530,155530.00,43N,610574.256,3401924.655,30.74511444,76.15515844
15554,1231540.00,CH 1231+540,155540.00,43N,610565.683,3401929.803,30.74516169,76.15506945
15555,1231550.00,CH 1231+550,155550.00,43N,610557.110,3401934.951,30.74520893,76.15498046
15556,1231560.00,CH 1231+560,155560.00,43N,610548.537,3401940.099,30.74525617,76.15489146
15557,1231570.00,CH 1231+570,155570.00,43N,610539.964,3401945.248,30.74530342,76.15480247
15558,1231580.00,CH 1231+580,155580.00,43N,610531.391,3401950.396,30.74535066,76.15471348
15559,1231590.00,CH 1231+590,155590.00,43N,610522.818,3401955.544,30.74539790,76.15462449
15560,1231600.00,CH 1231+600,155600.00,43N,610514.245,3401960.693,30.74544515,76.15453550
15561,1231610.00,CH 1231+610,155610.00,43N,610505.672,3401965.841,30.74549239,76.15444651
15562,1231620.00,CH 1231+620,155620.00,43N,610497.100,3401970.989,30.74553963,76.15435752
15563,1231630.00,CH 1231+630,155630.00,43N,610488.527,3401976.138,30.74558688,76.15426853
15564,1231640.00,CH 1231+640,155640.00,43N,610479.954,3401981.286,30.74563412,76.15417953
15565,1231650.00,CH 1231+650,155650.00,43N,610471.381,3401986.434,30.74568136,76.15409054
15566,1231660.00,CH 1231+660,155660.00,43N,610462.808,3401991.583,30.74572861,76.15400155
15567,1231670.00,CH 1231+670,155670.00,43N,610454.235,3401996.731,30.74577585,76.15391256
15568,1231680.00,CH 1231+680,155680.00,43N,610445.662,3402001.879,30.74582309,76.15382357
15569,1231690.00,CH 1231+690,155690.00,43N,610437.089,3402007.027,30.74587034,76.15373457
15570,1231700.00,CH 1231+700,155700.00,43N,610428.516,3402012.176,30.74591758,76.15364558
15571,1231710.00,CH 1231+710,155710.00,43N,610419.943,3402017.324,30.74596482,76.15355659
15572,1231720.00,CH 1231+720,155720.00,43N,610411.370,3402022.472,30.74601207,76.15346760
15573,1231730.00,CH 1231+730,155730.00,43N,610402.797,3402027.621,30.74605931,76.15337860
15574,1231740.00,CH 1231+740,155740.00,43N,610394.224,3402032.769,30.74610655,76.15328961
15575,1231750.00,CH 1231+750,155750.00,43N,610385.652,3402037.917,30.74615379,76.15320062
15576,1231760.00,CH 1231+760,155760.00,43N,610377.079,3402043.066,30.74620104,76.15311163
15577,1231770.00,CH 1231+770,155770.00,43N,610368.506,3402048.214,30.74624828,76.15302263
15578,1231780.00,CH 1231+780,155780.00,43N,610359.925,3402053.350,30.74629541,76.15293356
15579,1231790.00,CH 1231+790,155790.00,43N,610351.332,3402058.464,30.74634235,76.15284435
15580,1231800.00,CH 1231+800,155800.00,43N,610342.739,3402063.578,30.74638928,76.15275514
15581,1231810.00,CH 1231+810,155810.00,43N,610334.146,3402068.693,30.74643622,76.15266593
15582,1231820.00,CH 1231+820,155820.00,43N,610325.552,3402073.807,30.74648316,76.15257672
15583,1231830.00,CH 1231+830,155830.00,43N,610316.959,3402078.921,30.74653010,76.15248752
15584,1231840.00,CH 1231+840,155840.00,43N,610308.366,3402084.036,30.74657703,76.15239831
15585,1231850.00,CH 1231+850,155850.00,43N,610299.773,3402089.150,30.74662397,76.15230910
15586,1231860.00,CH 1231+860,155860.00,43N,610291.189,3402094.281,30.74667106,76.15221999
15587,1231870.00,CH 1231+870,155870.00,43N,610282.613,3402099.424,30.74671825,76.15213096
15588,1231880.00,CH 1231+880,155880.00,43N,610274.037,3402104.566,30.74676544,76.15204194
15589,1231890.00,CH 1231+890,155890.00,43N,610265.461,3402109.709,30.74681264,76.15195291
15590,1231900.00,CH 1231+900,155900.00,43N,610256.884,3402114.852,30.74685983,76.15186388
15591,1231910.00,CH 1231+910,155910.00,43N,610248.308,3402119.995,30.74690702,76.15177485
15592,1231920.00,CH 1231+920,155920.00,43N,610239.732,3402125.137,30.74695421,76.15168582
15593,1231930.00,CH 1231+930,155930.00,43N,610231.156,3402130.280,30.74700140,76.15159679
15594,1231940.00,CH 1231+940,155940.00,43N,610222.579,3402135.423,30.74704859,76.15150776
15595,1231950.00,CH 1231+950,155950.00,43N,610214.003,3402140.566,30.74709579,76.15141873
